Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_34271	911	201	0.221	lncRNA
Cp_V2_contig_34272	464	126	0.272	lncRNA
Cp_V2_contig_34273	767	348	0.454	lncRNA
Cp_V2_contig_34274	418	243	0.581	coding
Cp_V2_contig_34275	344	171	0.497	lncRNA
Cp_V2_contig_34276	653	438	0.671	coding
Cp_V2_contig_34277	539	249	0.462	lncRNA
Cp_V2_contig_34278	636	144	0.226	lncRNA
Cp_V2_contig_34279	587	120	0.204	lncRNA
Cp_V2_contig_34280	322	45	0.140	lncRNA
Cp_V2_contig_34281	402	168	0.418	lncRNA
Cp_V2_contig_34282	358	66	0.184	lncRNA
Cp_V2_contig_34283	369	81	0.220	lncRNA
Cp_V2_contig_34284	378	36	0.095	lncRNA
Cp_V2_contig_34285	439	174	0.396	lncRNA
Cp_V2_contig_34286	790	225	0.285	lncRNA
Cp_V2_contig_34287	403	45	0.112	lncRNA
Cp_V2_contig_34288	845	210	0.249	lncRNA
Cp_V2_contig_34289	719	123	0.171	lncRNA
Cp_V2_contig_34290	962	420	0.437	lncRNA
Cp_V2_contig_34291	481	102	0.212	lncRNA
Cp_V2_contig_34292	325	0	0.000	lncRNA
Cp_V2_contig_34293	363	48	0.132	lncRNA
Cp_V2_contig_34294	332	51	0.154	lncRNA
Cp_V2_contig_34295	380	99	0.261	lncRNA
Cp_V2_contig_34296	451	231	0.512	coding
Cp_V2_contig_34297	524	246	0.469	lncRNA
Cp_V2_contig_34298	455	180	0.396	lncRNA
Cp_V2_contig_34299	320	24	0.075	lncRNA
Cp_V2_contig_34300	531	132	0.249	lncRNA
Cp_V2_contig_34301	389	87	0.224	lncRNA
Cp_V2_contig_34302	395	45	0.114	lncRNA
Cp_V2_contig_34303	697	54	0.077	lncRNA
Cp_V2_contig_34304	321	54	0.168	lncRNA
Cp_V2_contig_34305	448	240	0.536	coding
Cp_V2_contig_34306	337	177	0.525	coding
Cp_V2_contig_34307	577	369	0.640	coding
Cp_V2_contig_34308	573	309	0.539	coding
Cp_V2_contig_34309	337	48	0.142	lncRNA
Cp_V2_contig_34310	636	225	0.354	lncRNA
Cp_V2_contig_34311	436	54	0.124	lncRNA
Cp_V2_contig_34312	375	87	0.232	lncRNA
Cp_V2_contig_34313	780	69	0.088	lncRNA
Cp_V2_contig_34314	302	63	0.209	lncRNA
Cp_V2_contig_34315	926	753	0.813	coding
Cp_V2_contig_34316	669	63	0.094	lncRNA
Cp_V2_contig_34317	1227	108	0.088	lncRNA
Cp_V2_contig_34318	678	96	0.142	lncRNA
Cp_V2_contig_34319	313	69	0.220	lncRNA
Cp_V2_contig_34320	394	57	0.145	lncRNA
Cp_V2_contig_34321	424	138	0.325	lncRNA
Cp_V2_contig_34322	554	444	0.801	coding
Cp_V2_contig_34323	364	60	0.165	lncRNA
Cp_V2_contig_34324	396	159	0.402	lncRNA
Cp_V2_contig_34325	342	171	0.500	lncRNA
Cp_V2_contig_34326	601	141	0.235	lncRNA
Cp_V2_contig_34327	338	57	0.169	lncRNA
Cp_V2_contig_34328	464	102	0.220	lncRNA
Cp_V2_contig_34329	547	93	0.170	lncRNA
Cp_V2_contig_34330	526	102	0.194	lncRNA
Cp_V2_contig_34331	352	111	0.315	lncRNA
Cp_V2_contig_34332	263	42	0.160	lncRNA
Cp_V2_contig_34333	832	111	0.133	lncRNA
Cp_V2_contig_34334	786	213	0.271	lncRNA
Cp_V2_contig_34335	644	126	0.196	lncRNA
Cp_V2_contig_34336	654	276	0.422	lncRNA
Cp_V2_contig_34337	346	141	0.408	lncRNA
Cp_V2_contig_34338	308	72	0.234	lncRNA
Cp_V2_contig_34339	338	27	0.080	lncRNA
Cp_V2_contig_34340	364	18	0.049	lncRNA
Cp_V2_contig_34341	342	66	0.193	lncRNA
Cp_V2_contig_34342	473	201	0.425	lncRNA
Cp_V2_contig_34343	342	159	0.465	lncRNA
Cp_V2_contig_34344	354	72	0.203	lncRNA
Cp_V2_contig_34345	527	96	0.182	lncRNA
Cp_V2_contig_34346	652	597	0.916	coding
Cp_V2_contig_34347	519	96	0.185	lncRNA
Cp_V2_contig_34348	356	165	0.463	lncRNA
Cp_V2_contig_34349	561	63	0.112	lncRNA
Cp_V2_contig_34350	437	360	0.824	coding
Cp_V2_contig_34351	424	177	0.417	lncRNA
Cp_V2_contig_34352	879	204	0.232	lncRNA
Cp_V2_contig_34353	466	231	0.496	lncRNA
Cp_V2_contig_34354	403	84	0.208	lncRNA
Cp_V2_contig_34355	1562	237	0.152	lncRNA
Cp_V2_contig_34356	501	375	0.749	coding
Cp_V2_contig_34357	337	165	0.490	lncRNA
Cp_V2_contig_34358	640	414	0.647	coding
Cp_V2_contig_34359	472	72	0.153	lncRNA
Cp_V2_contig_34360	1812	1476	0.815	coding
Cp_V2_contig_34361	563	213	0.378	lncRNA
Cp_V2_contig_34362	408	18	0.044	lncRNA
Cp_V2_contig_34363	399	174	0.436	lncRNA
Cp_V2_contig_34364	330	144	0.436	lncRNA
Cp_V2_contig_34365	342	150	0.439	lncRNA
Cp_V2_contig_34366	422	45	0.107	lncRNA
Cp_V2_contig_34367	890	186	0.209	lncRNA
Cp_V2_contig_34368	379	108	0.285	lncRNA
Cp_V2_contig_34369	398	180	0.452	lncRNA
Cp_V2_contig_34370	402	150	0.373	lncRNA
Cp_V2_contig_34371	436	6	0.014	lncRNA
Cp_V2_contig_34372	547	102	0.186	lncRNA
Cp_V2_contig_34373	700	66	0.094	lncRNA
Cp_V2_contig_34374	977	309	0.316	lncRNA
Cp_V2_contig_34375	941	366	0.389	lncRNA
Cp_V2_contig_34376	492	222	0.451	lncRNA
Cp_V2_contig_34377	376	288	0.766	coding
Cp_V2_contig_34378	349	120	0.344	lncRNA
Cp_V2_contig_34379	569	417	0.733	coding
Cp_V2_contig_34380	598	99	0.166	lncRNA
Cp_V2_contig_34381	356	36	0.101	lncRNA
Cp_V2_contig_34382	358	87	0.243	lncRNA
Cp_V2_contig_34383	2505	171	0.068	lncRNA
Cp_V2_contig_34384	326	42	0.129	lncRNA
Cp_V2_contig_34385	327	36	0.110	lncRNA
Cp_V2_contig_34386	372	123	0.331	lncRNA
Cp_V2_contig_34387	350	117	0.334	lncRNA
Cp_V2_contig_34388	327	9	0.028	lncRNA
Cp_V2_contig_34389	771	579	0.751	coding
Cp_V2_contig_34390	372	0	0.000	lncRNA
Cp_V2_contig_34391	435	57	0.131	lncRNA
Cp_V2_contig_34392	479	69	0.144	lncRNA
Cp_V2_contig_34393	549	63	0.115	lncRNA
Cp_V2_contig_34394	634	150	0.237	lncRNA
Cp_V2_contig_34395	391	54	0.138	lncRNA
Cp_V2_contig_34396	593	99	0.167	lncRNA
Cp_V2_contig_34397	319	129	0.404	lncRNA
Cp_V2_contig_34398	416	0	0.000	lncRNA
Cp_V2_contig_34399	659	192	0.291	lncRNA
Cp_V2_contig_34400	586	435	0.742	coding
Cp_V2_contig_34401	561	186	0.332	lncRNA
Cp_V2_contig_34402	1346	177	0.132	lncRNA
Cp_V2_contig_34403	451	141	0.313	lncRNA
Cp_V2_contig_34404	492	0	0.000	lncRNA
Cp_V2_contig_34405	361	75	0.208	lncRNA
Cp_V2_contig_34406	449	276	0.615	coding
Cp_V2_contig_34407	375	84	0.224	lncRNA
Cp_V2_contig_34408	621	195	0.314	lncRNA
Cp_V2_contig_34409	539	291	0.540	coding
Cp_V2_contig_34410	555	117	0.211	lncRNA
Cp_V2_contig_34411	566	333	0.588	coding
Cp_V2_contig_34412	370	201	0.543	coding
Cp_V2_contig_34413	389	0	0.000	lncRNA
Cp_V2_contig_34414	350	126	0.360	lncRNA
Cp_V2_contig_34415	1421	153	0.108	lncRNA
Cp_V2_contig_34416	339	0	0.000	lncRNA
Cp_V2_contig_34417	394	171	0.434	lncRNA
Cp_V2_contig_34418	393	189	0.481	lncRNA
Cp_V2_contig_34419	328	54	0.165	lncRNA
Cp_V2_contig_34420	672	63	0.094	lncRNA
Cp_V2_contig_34421	606	51	0.084	lncRNA
Cp_V2_contig_34422	395	198	0.501	coding
Cp_V2_contig_34423	1013	141	0.139	lncRNA
Cp_V2_contig_34424	569	45	0.079	lncRNA
Cp_V2_contig_34425	371	51	0.137	lncRNA
Cp_V2_contig_34426	337	141	0.418	lncRNA
Cp_V2_contig_34427	427	60	0.141	lncRNA
Cp_V2_contig_34428	309	0	0.000	lncRNA
Cp_V2_contig_34429	700	321	0.459	lncRNA
Cp_V2_contig_34430	615	132	0.215	lncRNA
Cp_V2_contig_34431	573	168	0.293	lncRNA
Cp_V2_contig_34432	351	117	0.333	lncRNA
Cp_V2_contig_34433	915	186	0.203	lncRNA
Cp_V2_contig_34434	701	63	0.090	lncRNA
Cp_V2_contig_34435	337	33	0.098	lncRNA
Cp_V2_contig_34436	351	45	0.128	lncRNA
Cp_V2_contig_34437	440	180	0.409	lncRNA
Cp_V2_contig_34438	531	129	0.243	lncRNA
Cp_V2_contig_34439	399	78	0.195	lncRNA
Cp_V2_contig_34440	440	219	0.498	lncRNA
Cp_V2_contig_34441	819	162	0.198	lncRNA
Cp_V2_contig_34442	324	141	0.435	lncRNA
Cp_V2_contig_34443	350	165	0.471	lncRNA
Cp_V2_contig_34444	589	192	0.326	lncRNA
Cp_V2_contig_34445	1524	171	0.112	lncRNA
Cp_V2_contig_34446	783	126	0.161	lncRNA
Cp_V2_contig_34447	333	57	0.171	lncRNA
Cp_V2_contig_34448	912	60	0.066	lncRNA
Cp_V2_contig_34449	338	54	0.160	lncRNA
Cp_V2_contig_34450	647	288	0.445	lncRNA
Cp_V2_contig_34451	2330	1437	0.617	coding
Cp_V2_contig_34452	660	192	0.291	lncRNA
Cp_V2_contig_34453	330	78	0.236	lncRNA
Cp_V2_contig_34454	401	24	0.060	lncRNA
Cp_V2_contig_34455	334	246	0.737	coding
Cp_V2_contig_34456	324	129	0.398	lncRNA
Cp_V2_contig_34457	476	48	0.101	lncRNA
Cp_V2_contig_34458	329	0	0.000	lncRNA
Cp_V2_contig_34459	705	78	0.111	lncRNA
Cp_V2_contig_34460	933	156	0.167	lncRNA
Cp_V2_contig_34461	404	84	0.208	lncRNA
Cp_V2_contig_34462	513	96	0.187	lncRNA
Cp_V2_contig_34463	310	24	0.077	lncRNA
Cp_V2_contig_34464	583	72	0.123	lncRNA
Cp_V2_contig_34465	420	30	0.071	lncRNA
Cp_V2_contig_34466	338	111	0.328	lncRNA
Cp_V2_contig_34467	354	90	0.254	lncRNA
Cp_V2_contig_34468	327	306	0.936	coding
Cp_V2_contig_34469	314	54	0.172	lncRNA
Cp_V2_contig_34470	330	66	0.200	lncRNA
Cp_V2_contig_34471	320	54	0.169	lncRNA
Cp_V2_contig_34472	586	198	0.338	lncRNA
Cp_V2_contig_34473	422	309	0.732	coding
Cp_V2_contig_34474	728	462	0.635	coding
Cp_V2_contig_34475	355	0	0.000	lncRNA
Cp_V2_contig_34476	376	66	0.176	lncRNA
Cp_V2_contig_34477	443	141	0.318	lncRNA
Cp_V2_contig_34478	651	63	0.097	lncRNA
Cp_V2_contig_34479	651	123	0.189	lncRNA
Cp_V2_contig_34480	730	270	0.370	lncRNA
Cp_V2_contig_34481	389	0	0.000	lncRNA
Cp_V2_contig_34482	339	87	0.257	lncRNA
Cp_V2_contig_34483	702	525	0.748	coding
Cp_V2_contig_34484	438	132	0.301	lncRNA
Cp_V2_contig_34485	781	0	0.000	lncRNA
Cp_V2_contig_34486	622	195	0.314	lncRNA
Cp_V2_contig_34487	373	210	0.563	coding
Cp_V2_contig_34488	693	534	0.771	coding
Cp_V2_contig_34489	491	219	0.446	lncRNA
Cp_V2_contig_34490	1281	201	0.157	lncRNA
Cp_V2_contig_34491	441	126	0.286	lncRNA
Cp_V2_contig_34492	345	243	0.704	coding
Cp_V2_contig_34493	364	318	0.874	coding
Cp_V2_contig_34494	329	129	0.392	lncRNA
Cp_V2_contig_34495	312	186	0.596	coding
Cp_V2_contig_34496	348	60	0.172	lncRNA
Cp_V2_contig_34497	6859	342	0.050	lncRNA
Cp_V2_contig_34498	497	87	0.175	lncRNA
Cp_V2_contig_34499	471	15	0.032	lncRNA
Cp_V2_contig_34500	404	15	0.037	lncRNA
Cp_V2_contig_34501	1349	225	0.167	lncRNA
Cp_V2_contig_34502	542	183	0.338	lncRNA
Cp_V2_contig_34503	339	39	0.115	lncRNA
Cp_V2_contig_34504	532	306	0.575	coding
Cp_V2_contig_34505	542	81	0.149	lncRNA
Cp_V2_contig_34506	471	6	0.013	lncRNA
Cp_V2_contig_34507	906	120	0.132	lncRNA
Cp_V2_contig_34508	437	21	0.048	lncRNA
Cp_V2_contig_34509	321	60	0.187	lncRNA
Cp_V2_contig_34510	1192	414	0.347	lncRNA
Cp_V2_contig_34511	486	333	0.685	coding
Cp_V2_contig_34512	393	318	0.809	coding
Cp_V2_contig_34513	503	78	0.155	lncRNA
Cp_V2_contig_34514	786	168	0.214	lncRNA
Cp_V2_contig_34515	557	108	0.194	lncRNA
Cp_V2_contig_34516	1021	102	0.100	lncRNA
Cp_V2_contig_34517	477	339	0.711	coding
Cp_V2_contig_34518	612	198	0.324	lncRNA
Cp_V2_contig_34519	389	177	0.455	lncRNA
Cp_V2_contig_34520	401	45	0.112	lncRNA
Cp_V2_contig_34521	324	30	0.093	lncRNA
Cp_V2_contig_34522	323	21	0.065	lncRNA
Cp_V2_contig_34523	408	66	0.162	lncRNA
Cp_V2_contig_34524	347	189	0.545	coding
Cp_V2_contig_34525	377	126	0.334	lncRNA
Cp_V2_contig_34526	340	183	0.538	coding
Cp_V2_contig_34527	399	207	0.519	coding
Cp_V2_contig_34528	696	129	0.185	lncRNA
Cp_V2_contig_34529	937	261	0.279	lncRNA
Cp_V2_contig_34530	1108	534	0.482	lncRNA
Cp_V2_contig_34531	400	273	0.682	coding
Cp_V2_contig_34532	397	63	0.159	lncRNA
Cp_V2_contig_34533	697	78	0.112	lncRNA
Cp_V2_contig_34534	662	267	0.403	lncRNA
Cp_V2_contig_34535	1725	693	0.402	lncRNA
Cp_V2_contig_34536	329	81	0.246	lncRNA
Cp_V2_contig_34537	3464	426	0.123	lncRNA
Cp_V2_contig_34538	631	138	0.219	lncRNA
Cp_V2_contig_34539	381	0	0.000	lncRNA
Cp_V2_contig_34540	410	297	0.724	coding
Cp_V2_contig_34541	315	135	0.429	lncRNA
Cp_V2_contig_34542	335	0	0.000	lncRNA
Cp_V2_contig_34543	468	33	0.071	lncRNA
Cp_V2_contig_34544	520	90	0.173	lncRNA
Cp_V2_contig_34545	318	66	0.208	lncRNA
Cp_V2_contig_34546	449	0	0.000	lncRNA
Cp_V2_contig_34547	566	18	0.032	lncRNA
Cp_V2_contig_34548	814	195	0.240	lncRNA
Cp_V2_contig_34549	591	51	0.086	lncRNA
Cp_V2_contig_34550	762	120	0.157	lncRNA
Cp_V2_contig_34551	328	138	0.421	lncRNA
Cp_V2_contig_34552	1010	90	0.089	lncRNA
Cp_V2_contig_34553	320	63	0.197	lncRNA
Cp_V2_contig_34554	429	120	0.280	lncRNA
Cp_V2_contig_34555	451	39	0.086	lncRNA
Cp_V2_contig_34556	319	162	0.508	coding
Cp_V2_contig_34557	340	81	0.238	lncRNA
Cp_V2_contig_34558	375	192	0.512	coding
Cp_V2_contig_34559	429	96	0.224	lncRNA
Cp_V2_contig_34560	405	0	0.000	lncRNA
Cp_V2_contig_34561	334	42	0.126	lncRNA
Cp_V2_contig_34562	308	39	0.127	lncRNA
Cp_V2_contig_34563	379	177	0.467	lncRNA
Cp_V2_contig_34564	1211	117	0.097	lncRNA
Cp_V2_contig_34565	365	159	0.436	lncRNA
Cp_V2_contig_34566	407	357	0.877	coding
Cp_V2_contig_34567	532	132	0.248	lncRNA
Cp_V2_contig_34568	1467	1170	0.798	coding
Cp_V2_contig_34569	377	75	0.199	lncRNA
Cp_V2_contig_34570	303	84	0.277	lncRNA
Cp_V2_contig_34571	359	45	0.125	lncRNA
Cp_V2_contig_34572	582	96	0.165	lncRNA
Cp_V2_contig_34573	683	390	0.571	coding
Cp_V2_contig_34574	538	3	0.006	lncRNA
Cp_V2_contig_34575	418	99	0.237	lncRNA
Cp_V2_contig_34576	384	75	0.195	lncRNA
Cp_V2_contig_34577	614	144	0.235	lncRNA
Cp_V2_contig_34578	368	15	0.041	lncRNA
Cp_V2_contig_34579	477	168	0.352	lncRNA
Cp_V2_contig_34580	342	0	0.000	lncRNA
Cp_V2_contig_34581	371	78	0.210	lncRNA
Cp_V2_contig_34582	348	15	0.043	lncRNA
Cp_V2_contig_34583	303	57	0.188	lncRNA
Cp_V2_contig_34584	626	57	0.091	lncRNA
Cp_V2_contig_34585	444	60	0.135	lncRNA
Cp_V2_contig_34586	556	255	0.459	lncRNA
Cp_V2_contig_34587	306	102	0.333	lncRNA
Cp_V2_contig_34588	499	318	0.637	coding
Cp_V2_contig_34589	305	51	0.167	lncRNA
Cp_V2_contig_34590	428	42	0.098	lncRNA
Cp_V2_contig_34591	472	180	0.381	lncRNA
Cp_V2_contig_34592	1288	705	0.547	coding
Cp_V2_contig_34593	464	369	0.795	coding
Cp_V2_contig_34594	678	135	0.199	lncRNA
Cp_V2_contig_34595	332	93	0.280	lncRNA
Cp_V2_contig_34596	408	0	0.000	lncRNA
Cp_V2_contig_34597	434	132	0.304	lncRNA
Cp_V2_contig_34598	379	51	0.135	lncRNA
Cp_V2_contig_34599	601	525	0.874	coding
Cp_V2_contig_34600	557	129	0.232	lncRNA
Cp_V2_contig_34601	381	33	0.087	lncRNA
Cp_V2_contig_34602	627	135	0.215	lncRNA
Cp_V2_contig_34603	418	90	0.215	lncRNA
Cp_V2_contig_34604	384	12	0.031	lncRNA
Cp_V2_contig_34605	378	90	0.238	lncRNA
Cp_V2_contig_34606	374	81	0.217	lncRNA
Cp_V2_contig_34607	435	171	0.393	lncRNA
Cp_V2_contig_34608	454	84	0.185	lncRNA
Cp_V2_contig_34609	684	234	0.342	lncRNA
Cp_V2_contig_34610	864	93	0.108	lncRNA
Cp_V2_contig_34611	373	63	0.169	lncRNA
Cp_V2_contig_34612	525	129	0.246	lncRNA
Cp_V2_contig_34613	533	153	0.287	lncRNA
Cp_V2_contig_34614	398	96	0.241	lncRNA
Cp_V2_contig_34615	3474	192	0.055	lncRNA
Cp_V2_contig_34616	350	12	0.034	lncRNA
Cp_V2_contig_34617	447	0	0.000	lncRNA
Cp_V2_contig_34618	360	21	0.058	lncRNA
Cp_V2_contig_34619	313	225	0.719	coding
Cp_V2_contig_34620	395	75	0.190	lncRNA
Cp_V2_contig_34621	697	84	0.121	lncRNA
Cp_V2_contig_34622	362	0	0.000	lncRNA
Cp_V2_contig_34623	854	222	0.260	lncRNA
Cp_V2_contig_34624	377	96	0.255	lncRNA
Cp_V2_contig_34625	565	93	0.165	lncRNA
Cp_V2_contig_34626	608	81	0.133	lncRNA
Cp_V2_contig_34627	342	162	0.474	lncRNA
Cp_V2_contig_34628	363	156	0.430	lncRNA
Cp_V2_contig_34629	502	330	0.657	coding
Cp_V2_contig_34630	338	171	0.506	coding
Cp_V2_contig_34631	434	183	0.422	lncRNA
Cp_V2_contig_34632	463	87	0.188	lncRNA
Cp_V2_contig_34633	583	189	0.324	lncRNA
Cp_V2_contig_34634	374	189	0.505	coding
Cp_V2_contig_34635	333	30	0.090	lncRNA
Cp_V2_contig_34636	518	264	0.510	coding
Cp_V2_contig_34637	381	0	0.000	lncRNA
Cp_V2_contig_34638	383	0	0.000	lncRNA
Cp_V2_contig_34639	471	96	0.204	lncRNA
Cp_V2_contig_34640	947	126	0.133	lncRNA
Cp_V2_contig_34641	582	162	0.278	lncRNA
Cp_V2_contig_34642	962	156	0.162	lncRNA
Cp_V2_contig_34643	508	96	0.189	lncRNA
Cp_V2_contig_34644	341	159	0.466	lncRNA
Cp_V2_contig_34645	355	39	0.110	lncRNA
Cp_V2_contig_34646	471	45	0.096	lncRNA
Cp_V2_contig_34647	351	174	0.496	lncRNA
Cp_V2_contig_34648	370	45	0.122	lncRNA
Cp_V2_contig_34649	620	156	0.252	lncRNA
Cp_V2_contig_34650	398	21	0.053	lncRNA
Cp_V2_contig_34651	690	375	0.543	coding
Cp_V2_contig_34652	963	207	0.215	lncRNA
Cp_V2_contig_34653	341	129	0.378	lncRNA
Cp_V2_contig_34654	2264	1704	0.753	coding
Cp_V2_contig_34655	357	57	0.160	lncRNA
Cp_V2_contig_34656	351	105	0.299	lncRNA
Cp_V2_contig_34657	302	51	0.169	lncRNA
Cp_V2_contig_34658	304	66	0.217	lncRNA
Cp_V2_contig_34659	464	120	0.259	lncRNA
Cp_V2_contig_34660	460	159	0.346	lncRNA
Cp_V2_contig_34661	305	99	0.325	lncRNA
Cp_V2_contig_34662	495	75	0.152	lncRNA
Cp_V2_contig_34663	530	210	0.396	lncRNA
Cp_V2_contig_34664	389	138	0.355	lncRNA
Cp_V2_contig_34665	506	381	0.753	coding
Cp_V2_contig_34666	626	195	0.312	lncRNA
Cp_V2_contig_34667	736	135	0.183	lncRNA
Cp_V2_contig_34668	628	159	0.253	lncRNA
Cp_V2_contig_34669	960	195	0.203	lncRNA
Cp_V2_contig_34670	442	411	0.930	coding
Cp_V2_contig_34671	489	102	0.209	lncRNA
Cp_V2_contig_34672	380	153	0.403	lncRNA
Cp_V2_contig_34673	548	132	0.241	lncRNA
Cp_V2_contig_34674	443	78	0.176	lncRNA
Cp_V2_contig_34675	377	132	0.350	lncRNA
Cp_V2_contig_34676	1091	447	0.410	lncRNA
Cp_V2_contig_34677	370	21	0.057	lncRNA
Cp_V2_contig_34678	956	180	0.188	lncRNA
Cp_V2_contig_34679	319	84	0.263	lncRNA
Cp_V2_contig_34680	514	51	0.099	lncRNA
Cp_V2_contig_34681	866	363	0.419	lncRNA
Cp_V2_contig_34682	341	45	0.132	lncRNA
Cp_V2_contig_34683	409	78	0.191	lncRNA
Cp_V2_contig_34684	306	69	0.225	lncRNA
Cp_V2_contig_34685	469	84	0.179	lncRNA
Cp_V2_contig_34686	386	12	0.031	lncRNA
Cp_V2_contig_34687	2088	231	0.111	lncRNA
Cp_V2_contig_34688	578	222	0.384	lncRNA
Cp_V2_contig_34689	375	0	0.000	lncRNA
Cp_V2_contig_34690	317	45	0.142	lncRNA
Cp_V2_contig_34691	301	90	0.299	lncRNA
Cp_V2_contig_34692	638	366	0.574	coding
Cp_V2_contig_34693	504	60	0.119	lncRNA
Cp_V2_contig_34694	514	162	0.315	lncRNA
Cp_V2_contig_34695	769	450	0.585	coding
Cp_V2_contig_34696	3447	3231	0.937	coding
Cp_V2_contig_34697	932	195	0.209	lncRNA
Cp_V2_contig_34698	343	57	0.166	lncRNA
Cp_V2_contig_34699	647	96	0.148	lncRNA
Cp_V2_contig_34700	444	66	0.149	lncRNA
Cp_V2_contig_34701	715	174	0.243	lncRNA
Cp_V2_contig_34702	437	270	0.618	coding
Cp_V2_contig_34703	338	135	0.399	lncRNA
Cp_V2_contig_34704	596	27	0.045	lncRNA
Cp_V2_contig_34705	662	342	0.517	coding
Cp_V2_contig_34706	393	108	0.275	lncRNA
Cp_V2_contig_34707	310	159	0.513	coding
Cp_V2_contig_34708	312	36	0.115	lncRNA
Cp_V2_contig_34709	707	36	0.051	lncRNA
Cp_V2_contig_34710	302	36	0.119	lncRNA
Cp_V2_contig_34711	464	375	0.808	coding
Cp_V2_contig_34712	374	45	0.120	lncRNA
Cp_V2_contig_34713	560	24	0.043	lncRNA
Cp_V2_contig_34714	493	153	0.310	lncRNA
Cp_V2_contig_34715	345	84	0.243	lncRNA
Cp_V2_contig_34716	833	240	0.288	lncRNA
Cp_V2_contig_34717	337	75	0.223	lncRNA
Cp_V2_contig_34718	435	96	0.221	lncRNA
Cp_V2_contig_34719	505	273	0.541	coding
Cp_V2_contig_34720	404	156	0.386	lncRNA
Cp_V2_contig_34721	375	195	0.520	coding
Cp_V2_contig_34722	454	243	0.535	coding
Cp_V2_contig_34723	345	27	0.078	lncRNA
Cp_V2_contig_34724	1711	1413	0.826	coding
Cp_V2_contig_34725	554	186	0.336	lncRNA
Cp_V2_contig_34726	501	105	0.210	lncRNA
Cp_V2_contig_34727	305	0	0.000	lncRNA
Cp_V2_contig_34728	450	60	0.133	lncRNA
Cp_V2_contig_34729	302	75	0.248	lncRNA
Cp_V2_contig_34730	389	24	0.062	lncRNA
Cp_V2_contig_34731	358	15	0.042	lncRNA
Cp_V2_contig_34732	1054	606	0.575	coding
Cp_V2_contig_34733	739	156	0.211	lncRNA
Cp_V2_contig_34734	349	126	0.361	lncRNA
Cp_V2_contig_34735	464	120	0.259	lncRNA
Cp_V2_contig_34736	403	267	0.663	coding
Cp_V2_contig_34737	681	516	0.758	coding
Cp_V2_contig_34738	309	147	0.476	lncRNA
Cp_V2_contig_34739	406	75	0.185	lncRNA
Cp_V2_contig_34740	353	0	0.000	lncRNA
Cp_V2_contig_34741	317	108	0.341	lncRNA
Cp_V2_contig_34742	507	0	0.000	lncRNA
Cp_V2_contig_34743	352	87	0.247	lncRNA
Cp_V2_contig_34744	364	54	0.148	lncRNA
Cp_V2_contig_34745	347	138	0.398	lncRNA
Cp_V2_contig_34746	391	147	0.376	lncRNA
Cp_V2_contig_34747	595	453	0.761	coding
Cp_V2_contig_34748	415	237	0.571	coding
Cp_V2_contig_34749	594	132	0.222	lncRNA
Cp_V2_contig_34750	481	177	0.368	lncRNA
Cp_V2_contig_34751	323	66	0.204	lncRNA
Cp_V2_contig_34752	649	99	0.153	lncRNA
Cp_V2_contig_34753	329	69	0.210	lncRNA
Cp_V2_contig_34754	599	231	0.386	lncRNA
Cp_V2_contig_34755	286	39	0.136	lncRNA
Cp_V2_contig_34756	385	48	0.125	lncRNA
Cp_V2_contig_34757	776	138	0.178	lncRNA
Cp_V2_contig_34758	691	474	0.686	coding
Cp_V2_contig_34759	372	27	0.073	lncRNA
Cp_V2_contig_34760	387	51	0.132	lncRNA
Cp_V2_contig_34761	569	315	0.554	coding
Cp_V2_contig_34762	762	129	0.169	lncRNA
Cp_V2_contig_34763	485	84	0.173	lncRNA
Cp_V2_contig_34764	1496	1395	0.932	coding
Cp_V2_contig_34765	1349	114	0.085	lncRNA
Cp_V2_contig_34766	313	0	0.000	lncRNA
Cp_V2_contig_34767	405	57	0.141	lncRNA
Cp_V2_contig_34768	633	306	0.483	lncRNA
Cp_V2_contig_34769	681	216	0.317	lncRNA
Cp_V2_contig_34770	356	111	0.312	lncRNA
Cp_V2_contig_34771	598	234	0.391	lncRNA
Cp_V2_contig_34772	340	120	0.353	lncRNA
Cp_V2_contig_34773	426	24	0.056	lncRNA
Cp_V2_contig_34774	322	120	0.373	lncRNA
Cp_V2_contig_34775	330	63	0.191	lncRNA
Cp_V2_contig_34776	321	78	0.243	lncRNA
Cp_V2_contig_34777	565	27	0.048	lncRNA
Cp_V2_contig_34778	369	6	0.016	lncRNA
Cp_V2_contig_34779	432	111	0.257	lncRNA
Cp_V2_contig_34780	668	186	0.278	lncRNA
Cp_V2_contig_34781	329	0	0.000	lncRNA
Cp_V2_contig_34782	489	99	0.202	lncRNA
Cp_V2_contig_34783	367	216	0.589	coding
Cp_V2_contig_34784	557	39	0.070	lncRNA
Cp_V2_contig_34785	393	96	0.244	lncRNA
Cp_V2_contig_34786	353	123	0.348	lncRNA
Cp_V2_contig_34787	322	72	0.224	lncRNA
Cp_V2_contig_34788	570	120	0.211	lncRNA
Cp_V2_contig_34789	850	471	0.554	coding
Cp_V2_contig_34790	334	0	0.000	lncRNA
Cp_V2_contig_34791	415	120	0.289	lncRNA
Cp_V2_contig_34792	363	45	0.124	lncRNA
Cp_V2_contig_34793	706	93	0.132	lncRNA
Cp_V2_contig_34794	455	270	0.593	coding
Cp_V2_contig_34795	794	99	0.125	lncRNA
